fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id
6.8,0.22,0.3,10.6,0.07,67,194,0.99654,2.89,0.42,9,6,2207
6.8,0.32,0.3,1,0.049,22,113,0.99289,3.24,0.61,10.2,5,2208
6.8,0.18,0.28,8.5,0.047,52,242,0.9952,3.22,0.53,10.5,6,2209
6.2,0.35,0.25,18.4,0.051,28,182,0.99946,3.13,0.62,9.3,6,2210
5.8,0.31,0.31,7.5,0.052,55,230,0.9949,3.19,0.46,9.8,5,2211
6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6,2212
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8,2213
8.1,0.27,0.35,1.7,0.03,38,103,0.99255,3.22,0.63,10.4,8,2214
6.6,0.27,0.32,1.3,0.044,18,93,0.99044,3.11,0.56,12.25,5,2215
7.9,0.37,0.31,2.85,0.037,5,24,0.9911,3.19,0.36,11.9,6,2216
7,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,6,2217
7.3,0.32,0.34,6.6,0.032,24,112,0.99505,3.22,0.46,9.8,6,2218
6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5,2219
7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,6,2220
7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7,2221
8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6,2222
7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7,7,2223
5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,5,2224
6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,5,2225
6.8,0.25,0.38,8.1,0.046,24,155,0.9956,3.33,0.59,10.2,6,2226
7.6,0.31,0.52,13.2,0.042,61,148,0.99839,2.98,0.47,9.1,6,2227
5.9,0.18,0.29,4.6,0.032,68,137,0.99159,3.21,0.38,11.3,6,2228
6.6,0.15,0.34,1,0.037,45,79,0.98949,2.96,0.5,11.7,6,2229
6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,7,2230
5.6,0.2,0.66,10.2,0.043,78,175,0.9945,2.98,0.43,10.4,7,2231
6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,7,2232
6.6,0.2,0.38,7.9,0.052,30,145,0.9947,3.32,0.56,11,7,2233
7.4,0.26,0.37,9.4,0.047,42,147,0.9982,3.46,0.72,10,5,2234
7.1,0.09,0.3,6.2,0.032,24,134,0.993,2.99,0.39,10.9,6,2235
7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,6,2236
6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6,2237
6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6,2238
6.8,0.3,0.23,4.6,0.061,50.5,238.5,0.9958,3.32,0.6,9.5,5,2239
7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,7,2240
6.5,0.31,0.61,13,0.053,31,123,0.99708,3.09,0.5,9.3,6,2241
6.4,0.3,0.51,5.5,0.048,62,172,0.9942,3.08,0.45,9.1,6,2242
8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,2243
7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,5,2244
7.7,0.39,0.3,5.2,0.037,29,131,0.9943,3.38,0.44,11,6,2245
6.3,0.34,0.29,6.2,0.046,29,227,0.9952,3.29,0.53,10.1,6,2246
5.1,0.305,0.13,1.75,0.036,17,73,0.99,3.4,0.51,12.3333333333333,5,2247
8,0.24,0.26,1.7,0.033,36,136,0.99316,3.44,0.51,10.4,7,2248
6,0.27,0.3,14.7,0.044,15,144,0.99666,3.12,0.53,10.3,6,2249
6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,5,2250
6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6,2251
6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,6,2252
5.6,0.26,0.27,10.6,0.03,27,119,0.9947,3.4,0.34,10.7,7,2253
6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,4,2254
6.6,0.16,0.36,1.1,0.031,27,93,0.98884,3.23,0.34,13.2,8,2255
5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5,2256
7.5,0.35,0.37,2.5,0.066,29,89,0.98964,3.14,0.42,12.7,6,2257
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6,2258
6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1,6,2259
7.8,0.21,0.27,1.2,0.051,20,89,0.9936,3.06,0.46,9.1,5,2260
6.2,0.16,0.47,1.4,0.029,23,81,0.99,3.26,0.42,12.2,6,2261
7.6,0.2,0.26,4.5,0.086,37,133,0.9963,3.15,0.42,9.2,5,2262
6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,6,2263
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,2264
7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6,2265
7,0.26,0.59,1.4,0.037,40,120,0.9918,3.34,0.41,11.1,7,2266
7.7,0.28,0.33,6.7,0.037,32,155,0.9951,3.39,0.62,10.7,7,2267
7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6,2268
7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,7,2269
6.9,0.32,0.17,7.6,0.042,69,219,0.9959,3.13,0.4,8.9,5,2270
6.1,0.31,0.34,2.8,0.042,59.5,162,0.99179,3.27,0.47,10.8,6,2271
5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5,2272
8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7,2273
8.2,0.22,0.49,9.6,0.037,53,154,0.9951,3.02,0.33,10.6,6,2274
6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6,2275
8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,6,2276
5.9,0.655,0,5.6,0.033,8,31,0.9936,3.32,0.51,10.5,4,2277
9.1,0.27,0.45,10.6,0.035,28,124,0.997,3.2,0.46,10.4,9,2278
8.3,0.26,0.31,2,0.029,14,141,0.99077,2.95,0.77,12.2,6,2279
6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,5,2280
6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4,6,2281
7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9,6,2282
6.5,0.26,0.34,16.3,0.051,56,197,1.0004,3.49,0.42,9.8,5,2283
7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,2284
6.2,0.23,0.38,1.6,0.044,12,113,0.99176,3.3,0.73,11.4,5,2285
7.5,0.32,0.26,1.8,0.042,13,133,0.9938,3.07,0.38,9.5,5,2286
6.6,0.26,0.46,6.9,0.047,59,183,0.99594,3.2,0.45,9.3,5,2287
7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,5,2288
6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,6,2289
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6,2290
8,0.32,0.26,1.2,0.05,11.5,88,0.9946,3.24,0.37,9.5,4,2291
6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,5,2292
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,2293
7.9,0.25,0.34,11.4,0.04,53,202,0.99708,3.11,0.57,9.6,6,2294
9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,5,2295
6.4,0.33,0.3,7.2,0.041,42,168,0.99331,3.22,0.49,11.1,6,2296
6.4,0.37,0.12,5.9,0.056,6,91,0.99536,3.06,0.46,8.4,4,2297
6.3,0.305,0.22,16,0.061,26,141,0.99824,3.08,0.5,9.1,5,2298
8.6,0.33,0.34,11.8,0.059,42,240,0.99882,3.17,0.52,10,6,2299
7.6,0.29,0.58,17.5,0.041,51,225,0.9997,3.16,0.66,9.5,6,2300
6.9,0.28,0.28,12.2,0.042,52,139,0.99522,3.03,0.56,10.4,6,2301
7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7,2302
9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,6,2303
6.2,0.25,0.42,8,0.049,53,206,0.99586,3.16,0.47,9.1,6,2304
8,0.33,0.35,10,0.035,22,108,0.99457,3.12,0.36,11.6,6,2305
7,0.24,0.35,1,0.032,42,104,0.98988,3.16,0.37,11.7,7,2306
6.6,0.33,0.31,1.3,0.02,29,89,0.99035,3.26,0.44,12.4,8,2307
7.3,0.32,0.48,13.3,0.06,57,196,0.9982,3.04,0.5,9.2,5,2308
7.2,0.34,0.23,8.9,0.105,22,155,0.99692,3.01,0.58,9.5,5,2309
6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6,2310
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6,2311
6.9,0.16,0.35,1.3,0.043,21,182,0.9927,3.25,0.62,10.8,6,2312
5.6,0.245,0.25,9.7,0.032,12,68,0.994,3.31,0.34,10.5,5,2313
7.6,0.24,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6,6,2314
6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6,2315
6.3,0.23,0.22,3.75,0.039,37,116,0.9927,3.23,0.5,10.7,6,2316
8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6,5,2317
5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,7,2318
5.7,0.21,0.32,1.6,0.03,33,122,0.99044,3.33,0.52,11.9,6,2319
7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,7,2320
6.4,0.16,0.25,1.3,0.047,20,77,0.9933,3.61,0.54,10.2,6,2321
6.6,0.16,0.4,1.5,0.044,48,143,0.9912,3.54,0.52,12.4,7,2322
7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6,2323
6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,5,2324
7.9,0.28,0.32,3.6,0.038,9,76,0.992,3.05,0.31,11.7,4,2325
6.7,0.16,0.34,1.6,0.026,27,109,0.9934,3.34,0.58,10.1,6,2326
7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,5,2327
6.2,0.23,0.23,1.2,0.018,18,128,0.99178,3.05,0.28,10.6,5,2328
9.6,0.23,0.4,1.5,0.044,19,135,0.9937,2.96,0.49,10.9,5,2329
7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,7,2330
6.6,0.21,0.5,8.7,0.036,41,191,0.99294,2.96,0.56,11,6,2331
9.8,0.16,0.46,1.8,0.046,23,130,0.99587,3.04,0.67,9.6,5,2332
7.5,0.38,0.5,12.8,0.042,57,184,0.9984,3.09,0.46,9,6,2333
6.4,0.24,0.32,0.95,0.041,23,131,0.99033,3.25,0.35,11.8,5,2334
6.8,0.36,0.24,4.6,0.039,24,124,0.9909,3.27,0.34,12.6,7,2335
8.4,0.27,0.46,8.7,0.048,39,197,0.9974,3.14,0.59,9.6,6,2336
6.7,0.14,0.46,1.6,0.036,15,92,0.99264,3.37,0.49,10.9,5,2337
6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5,7,2338
5.8,0.36,0.32,1.7,0.033,22,96,0.9898,3.03,0.38,11.2,6,2339
6.6,0.37,0.07,1.4,0.048,58,144,0.9922,3.17,0.38,10,5,2340
7.2,0.2,0.36,2.5,0.028,22,157,0.9938,3.48,0.49,10.6,6,2341
6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,5,2342
6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.9666666666667,7,2343
7.4,0.23,0.43,1.4,0.044,22,113,0.9938,3.22,0.62,10.6,6,2344
7.4,0.2,0.28,9.1,0.047,29,95,0.99532,3.16,0.47,9.8,7,2345
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6,2346
8.1,0.26,0.27,4.3,0.03,43,123,0.99212,3.16,0.33,11.2,6,2347
7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,5,2348
5.5,0.14,0.27,4.6,0.029,22,104,0.9949,3.34,0.44,9,5,2349
7,0.36,0.14,11.6,0.043,35,228,0.9977,3.13,0.51,8.9,5,2350
7.3,0.3,0.34,2.7,0.044,34,108,0.99105,3.36,0.53,12.8,8,2351
6.5,0.115,0.29,1.95,0.038,73,166,0.989,3.12,0.25,12.9,7,2352
5.9,0.17,0.3,1.4,0.042,25,119,0.9931,3.68,0.72,10.5,6,2353
6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4,2354
7.6,0.21,0.49,2.5,0.047,20,130,0.99178,3.15,0.48,11.1,5,2355
6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5,2356
6.6,0.5,0.26,11.3,0.029,32,110,0.99302,3.27,0.78,12.9,8,2357
7,0.21,0.42,5.3,0.037,36,123,0.99321,3.14,0.52,10.9,6,2358
6,0.35,0.46,0.9,0.033,9,65,0.98934,3.24,0.35,12.1,4,2359
6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,5,2360
6.9,0.14,0.29,9.9,0.056,30,91,0.99512,3.19,0.33,9.9,6,2361
6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,5,2362
6.2,0.55,0.45,12,0.049,27,186,0.9974,3.17,0.5,9.3,6,2363
7.6,0.39,0.22,2.8,0.036,19,113,0.9926,3.03,0.29,10.2,5,2364
6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5,2365
6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.9666666666667,7,2366
7.3,0.24,0.3,2.5,0.042,31,104,0.9911,3.05,0.56,11.3,7,2367
5.6,0.26,0,10.2,0.038,13,111,0.99315,3.44,0.46,12.4,6,2368
7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6,2369
6.6,0.41,0.31,1.6,0.042,18,101,0.99195,3.13,0.41,10.5,5,2370
6.1,0.35,0.24,2.3,0.034,25,133,0.9906,3.34,0.59,12,7,2371
8.2,0.27,0.39,7.8,0.039,49,208,0.9976,3.31,0.51,9.5,6,2372
7.4,0.33,0.44,7.6,0.05,40,227,0.99679,3.12,0.52,9,5,2373
6.7,0.5,0.38,7.5,0.046,26,175,0.99662,3.32,0.54,9.6,5,2374
6.5,0.29,0.26,7,0.04,18,113,0.99366,3.17,0.38,10.2,6,2375
6.3,0.28,0.3,6.6,0.208,60,154,0.99478,3.1,0.4,9.4,6,2376
7.8,0.26,0.74,7.5,0.044,59,160,0.996,3.22,0.64,10,6,2377
6.8,0.25,0.37,3.1,0.026,29,93,0.99035,3.14,0.45,12.2,6,2378
7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2,5,2379
6.4,0.16,0.42,1,0.036,29,113,0.9908,3.18,0.52,11,6,2380
6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,5,2381
7.1,0.32,0.4,1.5,0.034,13,84,0.9944,3.42,0.6,10.4,5,2382
6.7,0.24,0.41,2.9,0.039,48,122,0.99052,3.25,0.43,12,5,2383
6,0.41,0.21,1.9,0.05,29,122,0.9928,3.42,0.52,10.5,6,2384
7.2,0.26,0.38,1.5,0.061,12,120,0.99192,3.18,0.46,10.4,5,2385
7.8,0.29,0.29,3.15,0.044,41,117,0.99153,3.24,0.35,11.5,5,2386
7.5,0.22,0.33,6.7,0.036,45,138,0.9939,3.2,0.68,11.4,6,2387
5.7,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5,2388
7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5,5,2389
6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6,2390
8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,6,2391
6.6,0.26,0.52,8.2,0.047,52,191,0.99541,3.16,0.47,9.5,6,2392
6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,6,2393
7.3,0.22,0.31,2.3,0.018,45,80,0.98936,3.06,0.34,12.9,7,2394
6,0.26,0.33,4.35,0.04,15,80,0.98934,3.29,0.5,12.7,6,2395
6.4,0.28,0.41,6.8,0.045,61,216,0.9952,3.09,0.46,9.4,5,2396
6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,6,2397
5.3,0.24,0.33,1.3,0.033,25,97,0.9906,3.59,0.38,11,8,2398
6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,5,2399
7.3,0.28,0.42,14.4,0.04,49,173,0.9994,3.28,0.82,9,7,2400
6.4,0.1,0.35,4.9,0.048,31,103,0.9947,3.43,0.79,9.7,6,2401
7.1,0.55,0.13,1.7,0.073,21,165,0.994,2.97,0.58,9.2,6,2402
6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1,5,2403
5.5,0.16,0.22,4.5,0.03,30,102,0.9938,3.24,0.36,9.4,6,2404
6.6,0.25,0.32,5.6,0.039,15,68,0.99163,2.96,0.52,11.1,6,2405
6.9,0.21,0.33,1.4,0.056,35,136,0.9938,3.63,0.78,10.3,6,2406
5.5,0.62,0.33,1.7,0.037,24,118,0.98758,3.15,0.39,13.55,6,2407
6.2,0.27,0.26,12.1,0.046,43,127,0.9951,3.16,0.37,10.8,6,2408
5.7,0.31,0.28,4.1,0.03,22,86,0.99062,3.31,0.38,11.7,7,2409
6.8,0.28,0.17,13.9,0.047,49,162,0.9983,3.21,0.51,9,6,2410
6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,5,2411
7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,7,2412
7.1,0.145,0.33,4.6,0.05,33,131,0.9942,3.28,0.4,9.6,6,2413
7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5,2414
7.3,0.24,0.29,1.2,0.037,37,97,0.9926,3.19,0.7,10.1,6,2415
6.8,0.64,0.08,9.7,0.062,26,142,0.9972,3.37,0.46,8.9,4,2416
6.4,0.37,0.19,3.5,0.068,18,101,0.9934,3.03,0.38,9,6,2417
7.3,0.25,0.42,14.2,0.041,57,182,0.9996,3.29,0.75,9.1,7,2418
6.2,0.36,0.32,4,0.036,44,92,0.98936,3.2,0.5,13.3,7,2419
6.7,0.17,0.27,1.4,0.032,39,149,0.99254,3.4,0.52,10.5,5,2420
6.3,0.36,0.3,4.8,0.049,14,85,0.9932,3.28,0.39,10.6,5,2421
6,0.2,0.25,2,0.041,30,95,0.99078,3.27,0.56,11.1,6,2422
7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,5,2423
6,0.2,0.71,1.6,0.15,10,54,0.9927,3.12,0.47,9.8,5,2424
6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6,2425
6.5,0.28,0.33,15.7,0.053,51,190,0.9978,3.22,0.51,9.7,6,2426
7.3,0.16,0.35,1.5,0.036,29,108,0.99342,3.27,0.51,10.2,6,2427
5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8,2428
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8,2429
6.7,0.105,0.32,12.4,0.051,34,106,0.998,3.54,0.45,9.2,6,2430
7.3,0.25,0.28,1.5,0.043,19,113,0.99338,3.38,0.56,10.1,6,2431
7.2,0.26,0.4,6.3,0.047,52,172,0.99573,3.18,0.53,9.5,6,2432
7.2,0.39,0.63,11,0.044,55,156,0.9974,3.09,0.44,8.7,6,2433
6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7,2434
6.6,0.36,0.21,1.5,0.049,39,184,0.9928,3.18,0.41,9.9,6,2435
7.5,0.32,0.24,4.6,0.053,8,134,0.9958,3.14,0.5,9.1,3,2436
6.7,0.2,0.3,1.4,0.025,17,76,0.99104,3.11,0.44,11,6,2437
6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,5,2438
6.5,0.35,0.38,7.4,0.036,20,196,0.99712,3.47,0.48,9.1,6,2439
8.7,0.31,0.21,5.6,0.039,28,67,0.99328,2.96,0.52,11,4,2440
7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,6,2441
5.8,0.28,0.27,2.6,0.054,30,156,0.9914,3.53,0.42,12.4,5,2442
7,0.17,0.74,12.8,0.045,24,126,0.9942,3.26,0.38,12.2,8,2443
6.7,0.28,0.42,3.5,0.035,43,105,0.99021,3.18,0.38,12.2,6,2444
6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,6,2445
6.8,0.32,0.3,3.3,0.029,15,80,0.99061,3.33,0.63,12.6,7,2446
6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5,2447
6.3,0.23,0.31,1.5,0.022,11,82,0.9892,3.3,0.4,12.9,7,2448
8,0.4,0.33,7.7,0.034,27,98,0.9935,3.18,0.41,12.2,7,2449
6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6,2450
9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,6,2451
6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,6,2452
6,0.34,0.29,6.1,0.046,29,134,0.99462,3.48,0.57,10.7,6,2453
7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6,2454
6.6,0.56,0.15,10,0.037,38,157,0.99642,3.28,0.52,9.4,5,2455
6.9,0.25,0.33,1.2,0.035,35,158,0.99082,3.02,0.58,11.3,6,2456
6.5,0.21,0.42,1.1,0.059,33,101,0.9927,3.12,0.38,9.7,6,2457
7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,5,2458
6.8,0.26,0.56,11.9,0.043,64,226,0.997,3.02,0.63,9.3,5,2459
6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,6,2460
7,0.29,0.35,1.4,0.036,42,109,0.99119,3.31,0.62,11.6,6,2461
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,2462
5.2,0.31,0.36,5.1,0.031,46,145,0.9897,3.14,0.31,12.4,7,2463
6.6,0.24,0.3,11.3,0.026,11,77,0.99381,3.13,0.55,12.8,7,2464
7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,6,2465
6.1,0.27,0.33,2.2,0.021,26,117,0.9886,3.12,0.3,12.5,6,2466
5.9,0.24,0.26,12.3,0.053,34,134,0.9972,3.34,0.45,9.5,6,2467
5,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,6,2468
7.2,0.24,0.3,1.6,0.048,27,131,0.9933,3.25,0.45,10.5,5,2469
7,0.47,0.07,1.1,0.035,17,151,0.991,3.02,0.34,10.5,5,2470
7.4,0.29,0.31,1.7,0.035,23,110,0.9926,3.07,0.38,10.9,5,2471
6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6,2472
6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5,2473
5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6,2474
8,0.2,0.36,1.2,0.032,21,78,0.9921,3.08,0.37,10.4,6,2475
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,2476
7.1,0.23,0.3,2.6,0.034,62,148,0.99121,3.03,0.56,11.3,7,2477
6.8,0.28,0.44,11.5,0.04,58,223,0.9969,3.22,0.56,9.5,5,2478
5.3,0.2,0.31,3.6,0.036,22,91,0.99278,3.41,0.5,9.8,6,2479
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,2480
7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,2481
6.6,0.29,0.44,9,0.053,62,178,0.99685,3.02,0.45,8.9,5,2482
7.2,0.4,0.38,2.2,0.03,40,109,0.99075,3.27,0.46,12.6,6,2483
6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,7,2484
6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,7,2485
5.8,0.29,0.38,10.7,0.038,49,136,0.99366,3.11,0.59,11.2,6,2486
5,0.3,0.33,3.7,0.03,54,173,0.9887,3.36,0.3,13,7,2487
5.1,0.11,0.32,1.6,0.028,12,90,0.99008,3.57,0.52,12.2,6,2488
7.4,0.22,0.33,2,0.045,31,101,0.9931,3.42,0.55,11.4,5,2489
8.4,0.29,0.29,1.05,0.032,4,55,0.9908,2.91,0.32,11.4,4,2490
6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,7,2491
6,0.34,0.29,6.1,0.046,29,134,0.99462,3.48,0.57,10.7,6,2492
6.5,0.24,0.19,1.2,0.041,30,111,0.99254,2.99,0.46,9.4,6,2493
7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7,2494
6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,5,2495
6.2,0.12,0.26,5.7,0.044,56,158,0.9951,3.52,0.37,10.5,6,2496
6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5,2497
6.4,0.34,0.1,1.1,0.048,19,84,0.9927,3.21,0.38,9.8,5,2498
6.7,0.13,0.28,1.2,0.046,35,140,0.9927,3.33,0.33,10.1,7,2499
6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,2500
6,0.17,0.49,1,0.034,26,106,0.992,3.21,0.42,9.8,6,2501
7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5,2502
6.2,0.33,0.41,16.8,0.037,58,173,0.99882,3.25,0.57,9.4,6,2503
6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,5,2504
6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,6,2505
6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6,2506
8.2,0.22,0.36,6.8,0.034,12,90,0.9944,3.01,0.38,10.5,8,2507
5.8,0.39,0.47,7.5,0.027,12,88,0.9907,3.38,0.45,14,6,2508
8.5,0.19,0.49,3.5,0.044,29,117,0.9938,3.14,0.51,10.1,6,2509
8.9,0.21,0.37,1.2,0.028,20,93,0.99244,3.2,0.37,11.5,5,2510
6.9,0.32,0.15,8.1,0.046,51,180,0.9958,3.13,0.45,8.9,5,2511
6.8,0.28,0.35,2.3,0.042,16,85,0.9906,3.19,0.56,12.4,6,2512
9,0.3,0.49,7.2,0.039,32,84,0.9938,2.94,0.32,11.5,6,2513
